"RESPID","GENDER","AGE","WORKING","REGION","MUSIC","LIST_OWN","LIST_BACK","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19"
46863,1,37,,2,4,2,8,85,64,90,53,52,8,16,17,27,90,89,87,75,92,71,54,78,,
48430,1,41,9,0,4,3,1,100,99,99,1,3,21,3,2,61,98,3,8,99,100,69,65,98,99,99
45575,1,59,,1,4,8,2,26,48,69,6,6,51,8,7,27,91,48,25,100,100,29,11,69,,
42621,1,36,8,2,3,1,1,96,81,83,83,83,13,14,35,15,79,93,80,82,100,73,72,74,76,79
17410,0,56,9,1,1,0,3,9,49,10,12,94,91,76,54,31,8,51,12,11,14,13,14,11,29,9
30008,1,50,5,0,4,4,6,74,51,75,76,100,52,52,96,11,93,92,91,91,90,49,,92,91,94
12517,1,45,9,2,3,2,3,70,70,51,34,31,31,29,29,49,30,68,72,46,33,30,57,74,52,71
3297,0,33,9,1,0,0,0,8,8,8,6,7,91,10,11,95,7,7,6,4,6,8,10,9,7,8
17684,1,60,10,0,4,2,2,69,70,70,35,51,14,5,17,46,46,62,47,24,48,52,35,80,53,69
42051,1,62,11,1,1,0.5,3,1,1,49,1,1,49,59,12,78,59,12,2,1,2,1,4,2,1,1
29197,1,30,9,1,4,2,1,46,49,46,49,42,9,9,8,10,83,4,15,19,18,23,,24,71,71
9902,0,59,,2,1,3,2,73,47,48,72,72,48,7,8,91,49,25,49,45,45,29,29,72,,
20513,0,20,3,0,3,0.5,0.5,36,47,30,29,48,83,67,66,9,30,68,49,8,50,51,29,50,49,50
16697,0,66,11,0,1,0,10,30,51,31,59,14,21,8,8,63,10,50,49,15,35,16,16,52,52,14
46391,1,24,,2,4,2,2,100,100,82,54,10,88,31,32,11,100,45,44,30,29,67,29,68,,
36912,0,38,10,1,4,1,9,91,85,90,10,56,4,7,12,8,83,59,60,57,67,57,49,49,84,95
48458,1,39,9,1,3,2,1,69,10,69,74,58,67,2,1,34,52,43,44,69,59,39,4,79,67,78
31309,0,50,9,2,3,,2,49,9,13,70,19,94,13,10,92,68,29,10,93,78,15,,14,14,8
41754,0,48,4,1,1,2,0.5,33,72,45,28,28,10,13,4,38,50,30,29,67,67,29,48,44,30,15
34276,0,,3,0,3,4,0.5,61,66,52,62,51,52,6,5,5,3,65,8,7,76,62,56,72,66,77
10932,0,31,,1,3,,1,10,53,23,10,9,12,71,61,36,9,96,70,7,7,9,9,9,,
36844,1,61,8,0,4,2,1,52,50,51,51,32,9,9,54,54,89,70,52,52,52,53,54,54,55,50
47687,1,18,3,1,4,4,5,98,98,98,35,35,14,12,11,32,78,11,12,76,78,79,81,31,51,73
9907,1,50,,0,3,3,2,66,69,94,11,7,32,29,48,33,93,78,80,71,88,90,32,46,,
1194,1,53,,0,4,0,,87,75,75,40,36,37,2,5,54,29,54,52,31,71,38,33,81,,
12077,1,39,9,1,3,1,4,68,50,71,31,31,32,26,24,9,57,79,79,31,49,65,49,65,49,66
30269,0,55,8,0,1,7,16.5,4,5,6,47,28,6,3,3,62,69,69,60,5,10,13,,14,12,6
423,0,21,,0,4,3,4,47,62,50,48,67,7,34,7,50,32,67,47,32,27,49,36,66,,
12051,0,21,9,1,4,6,6,96,61,81,33,40,48,57,100,10,77,75,75,72,70,72,79,90,84,92
27757,0,76,11,2,3,4,2,28,45,25,9,9,47,31,31,29,44,43,44,10,27,7,,48,10,29
1916,1,15,3,0,4,8,2,51,70,96,51,30,70,96,94,28,89,71,46,89,70,29,29,72,52,66
47092,0,26,,2,4,2,3,94,71,72,34,53,11,54,31,10,53,71,71,53,53,73,74,69,,
50253,0,33,9,2,4,2,1,100,100,100,6,3,8,22,29,3,98,51,22,99,48,100,100,52,98,100
17081,0,41,1,2,4,1,10,88.2,75.5,75.72,31.85,42.09,56.08,32.62,8.96,72.28,52.67,72.28,72.49,53.3,55.01,58.85,80.4,79.96,56.12,54.57
26533,0,50,9,0,3,0.5,16.5,68,66,50,50,32,10,67,30,50,60,67,70,52,48,70,54,69,73,49
49953,0,47,4,0,3,,,49,50,49,50,49,51,50,51,51,51,49,50,49,51,51,50,52,51,48
2868,1,42,4,1,4,2,3,50,74,52,31,69,51,6,8,33,33,52,51,69,51,71,52,51,74,74
30414,1,18,3,1,4,3,1,89,72,74,15,17,55,11,5,9,95,11,11,49,50,74,,51,52,53
46135,0,30,,0,4,2,3,100,75,100,52,3,4,3,3,6,100,71,71,79,89,100,38,78,,
26311,1,21,9,3,3,0.5,2,6,49,10,7,7,47,68,65,43,7,52,70,50,66,9,9,10,9,9
16402,0,42,,1,3,3,3,97,70,63,58,55,61,73,81,19,55,68,63,96,62,50,74,61,,
25374,0,14,3,1,4,6,0,72,98,100,23,4,51,51,13,9,100,74,73,99,91,96,,69,83,67
10276,1,42,,0,3,2,0,73,73,74,32,32,11,11,11,29,77,54,54,30,56,52,30,69,,
16316,0,35,,0,4,3,5,93,92,92,14,92,15,63,36,15,90,90,90,69,94,52,54,71,,
36366,1,52,5,1,3,1,2,68,55,6,8,12,6,4,3,90,61,27,7,9,12,6,4,3,5,4
13009,1,68,10,0,1,2,1,34,53,35,35,56,65,65,65,63,28,68,67,47,49,28,31,30,32,32
19740,0,54,10,0,1,0.5,4,29,49,26,50,49,51,15,6,66,22,61,48,45,49,9,50,69,29,28
29859,0,33,8,0,4,3,2,72,51,50,29,28,10,10,8,51,74,100,100,31,31,76,,60,52,51
21729,0,23,3,0,3,4,1,48,70,75,2,2,50,28,3,48,3,69,49,49,50,9,,9,8,7
47348,1,68,11,2,1,4,10,4,5,5,4,4,38,3,3,92,69,51,50,26,21,6,6,4,5,3
41100,0,72,11,0,3,,,30,50,29,29,29,10,25,7,73,50,28,7,5,7,4,4,3,7,8
8633,0,38,,3,1,,2,6,53,33,33,31,29,37,24,19,41,71,56,29,53,9,8,69,,
36196,0,75,11,0,1,0.5,1,12,12,12,13,13,52,13,13,94,54,31,31,12,12,12,11,10,11,12
34179,1,41,9,1,1,0.5,2,2,47,1,1,2,51,2,2,70,1,52,2,1,2,2,1,2,2,1
32968,1,41,,,4,,,54,71,71,49,50,50,52,51,52,83,52,52,74,75,54,54,54,,
32048,0,61,11,1,2,0,6,8,8,9,8,7,26,75,47,51,29,71,51,27,27,9,,26,9,9
45451,1,30,9,2,1,0,2,7,7,9,11,49,72,8,9,67,11,67,28,7,32,10,8,10,9,10
5419,0,42,4,0,4,2,3,46,63,40,11,43,28,67,50,68,48,46,48,46,65,31,50,52,67,42
19403,1,57,11,1,4,2,0.5,71,49,73,74,74,10,28,49,69,50,70,49,9,30,7,76,68,51,30
36502,0,15,3,0,4,16.5,8,100,74,100,12,13,34,33,31,8,100,100,100,100,100,100,71,73,100,100
6046,1,18,,1,1,,0,20,73,89,42,70,45,47,69,27,65,55,75,39,71,39,51,75,,
14315,0,40,,2,3,,1,47,45,21,11,9,46,37,35,97,46,97,72,46,37,47,5,33,,
49500,0,51,9,2,1,0,0.5,10,9,6,6,5,6,7,7,91,9,50,9,7,7,4,5,9,8,8
17863,0,20,3,0,4,5,1,96,98,93,73,11,15,100,38,26,100,64,60,78,55,80,91,94,100,92
36462,1,14,3,1,4,3,2,69,69,70,37,11,76,12,22,13,68,67,68,68,69,70,24,67,66,70
31525,0,31,4,0,3,0.5,0.5,73,55,54,9,10,10,81,12,33,9,52,32,54,74,14,,57,55,56
35737,1,64,8,0,1,0,4,31,52,35,33,35,13,74,56,57,57,76,50,11,11,9,10,76,31,12
16302,0,49,,0,3,1,4,28,31,29,29,29,31,47,32,54,33,68,67,52,46,47,29,37,,
20809,1,29,9,1,4,2,7,75,51,92,9,52,12,10,49,48,51,6,6,9,93,8,70,7,54,48
46186,1,21,,2,3,4,2,60,62,71,54,31,12,31,30,23,71,64,51,58,60,52,33,65,,
18794,0,30,8,0,4,3,0,71,70,76,35,31,31,4,4,40,83,82,68,68,47,27,70,69,70,69
1132,1,51,,1,1,,2,13,67,15,16,18,33,71,71,71,29,31,31,30,46,10,14,68,,
10619,0,49,,1,1,,2,9,46,10,33,8,32,9,10,49,46,46,51,10,49,10,10,48,,
9238,1,45,,2,4,4,2,47,31,48,69,55,26,5,12,66,50,69,69,26,40,6,3,51,,
47471,0,72,11,0,3,,,40,54,18,52,64,37,7,6,94,58,37,38,7,6,13,49,47,14,49
46527,1,32,,1,3,,1,53,53,49,63,51,49,49,49,49,51,49,49,49,66,67,60,54,,
13010,0,19,3,0,3,3,1,98,88,89,49,21,44,33,26,6,49,75,68,47,59,78,71,84,78,83
5119,0,21,3,0,3,4,1,50,67,69,48,29,53,10,10,51,54,69,67,68,69,69,37,48,48,48
50178,1,35,9,1,4,3,1,93,95,95,4,4,30,9,10,11,99,69,70,52,99,72,68,14,68,70
25636,0,13,3,2,3,1,1,70,75,73,52,31,59,32,9,32,71,77,74,50,68,66,35,76,75,75
35887,1,35,9,3,4,3,7,75,51,71,30,73,51,85,84,17,95,73,71,88,78,88,91,75,57,83
47891,1,24,9,2,3,1,3,64,56,51,47,50,16,3,3,37,32,67,66,67,67,42,43,40,43,51
2812,1,59,5,2,3,1,0,69,69,30,30,7,30,8,10,92,79,53,30,13,13,14,14,68,10,9
18548,0,43,8,2,3,2,1,30,30,52,72,74,29,69,27,50,29,72,75,52,54,31,74,65,49,32
38021,0,29,9,2,1,3,2,67,54,49,33,60,53,32,33,47,52,99,100,47,53,42,62,63,53,55
38554,1,69,11,2,1,0.5,0,28,52,9,9,8,46,8,10,90,31,29,29,30,69,12,27,11,10,9
8113,0,60,,1,4,4,0,53,70,70,35,34,2,2,2,67,97,53,29,30,74,4,5,67,,
19461,1,63,11,0,3,1,2,73,32,31,10,32,32,3,3,74,100,100,100,31,69,70,29,72,47,72
19213,0,68,12,1,3,0.5,2,70,69,48,25,8,69,28,10,70,49,33,33,28,32,7,32,65,47,9
15915,0,35,,2,3,,2,67,68,68,50,31,32,30,31,31,49,66,67,67,68,55,27,67,,
21948,1,57,9,2,4,3,0,61,57,69,7,7,3,1,2,63,58,56,50,12,46,52,,65,31,51
46178,1,60,,1,3,2,4,45,45,68,52,68,30,48,9,26,47,46,70,70,93,47,48,70,,
27710,0,66,8,1,3,1,5,30,52,30,52,30,53,31,5,31,54,71,50,34,49,49,,68,48,27
9344,0,57,,2,4,3,5,66,69,71,71,72,50,47,53,33,71,71,72,73,59,58,73,87,,
3874,1,28,9,2,4,14,0,73,25,78,60,22,56,22,28,71,71,29,29,28,27,77,27,80,53,52
31318,0,29,6,2,1,0.5,0.5,5,69,4,11,11,62,5,6,68,3,90,23,1,2,1,,3,3,2
9468,0,53,,0,3,2,4,62,51,67,50,52,25,25,23,65,67,93,95,69,50,51,51,71,,
2897,0,54,10,1,3,0.5,2,13,100,12,12,11,50,9,9,54,54,100,100,52,8,8,6,7,10,10
13952,1,13,,1,4,2,1,87,95,95,5,25,14,72,43,39,78,100,98,100,96,100,67,70,,
25791,0,66,11,0,1,0.5,0.5,6,5,5,5,5,55,6,6,96,49,49,49,8,16,11,7,6,6,6
31502,0,39,9,2,1,2,2,11,55,52,51,50,28,50,45,43,40,76,74,52,51,51,,51,12,5
21960,1,34,9,0,3,1,1,13,51,37,70,39,10,12,12,89,63,24,15,44,22,15,,20,20,51
5775,0,16,,1,4,2,2,100,35,73,2,4,81,69,68,5,7,70,100,100,86,68,4,86,,
47709,0,23,1,0,3,1,1,66,86,70,32,12,60,71,86,10,46,69,69,86,30,56,37,87,63,91
50344,1,70,11,0,4,2,1,91,72,94,12,12,75,31,47,80,99,70,51,51,52,74,52,76,97,97
45621,1,14,,2,3,1,2,50,72,73,69,51,51,11,11,28,50,52,54,69,68,51,32,65,,
40183,0,,3,0,3,0.5,3,64,65,73,37,25,27,33,7,35,78,76,58,51,55,29,67,67,61,55
36157,0,24,9,0,3,0.5,0.5,72,75,77,10,6,73,27,11,51,71,66,51,9,60,5,60,41,46,28
28184,0,41,8,1,1,0,0,9,50,30,12,11,93,11,9,98,12,74,50,11,49,12,,47,28,9
42,0,13,,2,4,3,1,88,84,93,13,3,13,13,13,16,86,90,91,89,91,70,71,91,,
20582,1,25,3,0,4,5,0.5,67,86,85,85,82,80,80,64,70,75,65,52,53,51,65,41,60,79,70
21230,1,50,1,1,2,,1,53,54,11,13,14,49,11,12,94,55,76,77,12,57,13,12,54,34,14
40536,0,26,9,0,3,0.5,2,13,37,37,71,29,52,51,36,35,16,74,53,51,52,32,13,12,35,32
2551,0,48,8,2,1,0.5,4,31,28,28,69,28,51,71,28,29,29,71,65,28,28,29,29,67,31,32
35277,0,21,9,1,4,2,8,85,37,78,95,96,43,12,31,52,96,13,16,31,100,50,5,71,100,28
12103,0,35,5,1,1,0.5,4,50,51,50,78,69,48,94,74,10,32,95,95,54,54,72,51,100,51,75
42246,0,45,8,0,2,0,0,10,9,9,8,8,57,12,13,89,54,53,12,10,18,16,9,10,11,11
49740,0,59,12,0,3,1,1,12,51,14,17,16,12,10,10,51,50,70,72,10,50,21,11,48,9,10
19110,0,37,9,2,1,0.5,0.5,28,29,46,51,51,51,32,32,78,53,54,54,71,29,7,28,52,27,10
44514,0,29,9,2,4,1,1,18,16,10,11,84,76,84,78,85,81,87,83,89,80,17,33,26,24,21
27308,0,55,1,2,2,0.5,4,53,53,31,12,14,33,49,11,51,34,52,32,32,51,30,12,33,15,17
47566,0,14,3,1,3,1,1,35,23,31,80,6,82,4,4,0,52,84,79,94,86,25,33,79,69,99
31689,1,75,12,0,3,1,0.5,52,53,69,53,11,71,71,12,55,72,69,51,51,51,33,,51,34,34
37339,0,58,11,1,3,2,1,16,51,53,53,37,7,6,7,56,57,93,94,53,53,38,54,72,51,52
27851,1,25,9,0,4,3,5,53,71,93,85,74,95,88,74,88,65,84,85,90,70,95,,78,83,65
45426,0,35,4,2,1,0.5,0.5,8,26,5,19,29,6,5,5,79,33,64,24,4,7,10,9,53,8,6
40073,1,37,9,1,3,1,2,70,96,68,51,49,33,54,50,49,70,71,72,53,71,53,54,71,56,55
7189,0,,,1,1,,,11,50,10,10,10,50,10,10,76,9,26,27,50,51,47,51,22,,
26057,1,51,9,1,3,0.5,5,32,73,32,54,32,51,26,10,34,33,68,65,52,30,9,30,29,31,32
39282,1,21,1,0,3,,,80,69,76,69,73,67,66,60,73,66,59,56,61,53,48,46,69,75,77
9277,0,41,,2,1,0,0,53,30,74,71,91,32,94,95,6,67,67,69,12,11,32,11,75,,
16863,0,24,10,1,3,0.5,0,15.99,17.48,15.78,13.01,52.78,38.75,4.23,2.67,69.27,32.29,2.9,1.34,16.04,33.26,33.69,31.34,34.12,34.54,17.91
17601,0,19,3,0,3,2,2,60,6,59,53,9,33,58,8,56,45,58,55,19,6,17,9,87,46,38
5648,1,69,,2,3,,,51,75,51,75,51,50,90,91,72,90,50,73,51,51,33,50,51,,
45860,0,52,,0,4,1,1,65,31,63,100,67,10,4,2,67,13,91,69,52,67,3,3,100,,
6234,1,57,,1,1,,,32,51,31,5,50,100,4,5,52,71,71,51,72,72,29,1,32,,
18504,0,43,7,1,4,5,15,48,48,48,66,49,30,49,49,70,50,70,70,49,71,51,32,51,33,48
29327,0,49,11,0,4,2,2,66,55,69,27,67,10,11,4,7,69,88,90,55,37,34,,48,47,48
50293,0,28,9,2,1,2,3,33,75,30,31,33,68,68,50,31,54,71,54,54,55,52,32,91,52,32
49364,1,22,9,0,4,1,0.5,61,68,78,52,14,62,44,29,15,58,87,52,59,62,44,38,36,48,51
2995,1,48,9,0,3,1,3,37,59,68,51,51,96,32,32,56,75,75,95,69,72,73,56,77,57,79
3100,1,57,11,0,1,1,2,8,15,15,67,61,78,9,9,91,71,68,71,49,71,9,7,9,9,10
29055,1,47,9,1,0,,,54,55,57,51,53,54,53,55,56,57,57,56,57,58,47,,53,52,52
22890,0,30,9,1,3,1,8,67,9,67,68,68,3,41,11,10,73,71,71,10,11,11,,12,12,12
27256,1,61,11,1,1,1,2,49,50,50,76,53,51,15,13,72,9,13,63,47,55,4,4,3,4,3
32227,1,49,,,3,1,12,73,51,73,51,31,31,13,13,52,52,52,51,33,72,32,12,50,,
33371,0,15,3,0,4,1,3,52,68,29,29,19,28,45,48,10,54,77,79,59,70,65,41,59,59,59
31909,0,55,6,0,1,1,2,33,52,31,52,30,8,8,7,54,54,53,53,11,10,10,,51,31,10
17547,0,52,5,1,4,1,0,66,49,50,11,29,28,47,8,30,69,69,49,48,72,72,30,72,70,49
36530,0,57,9,0,1,0.5,0,9,10,11,9,30,91,66,29,90,53,43,50,9,12,11,69,47,27,10
4553,0,32,9,2,3,0.5,2,4,70,31,31,29,31,11,11,69,68,70,49,4,4,30,4,4,30,3
1169,0,43,,1,3,2,4,74,73,52,35,11,11,9,10,35,72,70,71,49,73,67,51,88,,
14046,0,33,,2,4,,,71,71,72,72,28,14,16,16,17,94,51,50,51,72,71,71,71,,
31149,1,22,9,2,3,3,4,67,51,79,70,3,2,64,27,2,93,46,47,94,72,66,,63,91,92
5833,1,21,,0,3,0,0,51,35,16,16,18,87,10,10,95,17,71,65,24,18,22,12,66,,
49366,0,14,8,1,3,0.5,2,50,77,90,10,30,30,28,5,8,78,96,78,47,67,49,52,69,67,61
47479,1,64,11,0,3,1,2,9,19,48,48,47,30,28,13,30,27,64,65,5,4,9,7,49,7,6
5988,1,22,,1,4,10,0,72,100,100,8,8,8,11,8,12,100,7,9,100,100,52,71,100,,
4965,1,42,9,0,4,1,2,92,92,93,93,94,7,30,35,67,96,90,90,51,92,51,98,96,96,77
43279,1,52,9,3,3,0.5,4,57,61,61,69,31,31,14,11,35,52,69,50,30,26,23,16,78,32,35
40413,0,57,4,1,4,2,4,75,77,77,31,52,10,10,10,53,74,52,52,51,51,52,49,69,48,47
6808,1,36,,0,1,,2,15,48,32,26,28,12,57,63,68,10,48,48,33,32,33,20,16,,
34083,0,63,8,2,1,3,4,31,33,33,48,69,31,10,19,100,29,51,66,51,26,9,61,16,11,16
47370,0,20,3,1,3,1,3,53,43,67,90,41,27,63,54,19,30,64,51,40,21,27,34,64,80,65
18333,0,32,5,0,3,16.5,5,73,74,73,9,21,89,73,30,29,52,73,73,55,72,27,27,88,50,51
15228,0,26,,0,3,2,5,10,15,33,42,27,51,48,48,48,29,32,36,28,43,34,43,45,,
29325,1,46,9,0,1,4,6,24,23,23,24,51,50,49,50,51,51,50,51,52,53,52,,47,49,49
33135,1,38,,,3,1,1,52,51,71,28,50,15,14,14,74,75,51,48,30,30,12,12,30,,
29275,0,51,9,0,1,0.5,0,10,9,8,10,10,12,11,13,12,30,52,8,11,8,10,,12,7,8
5409,1,27,9,0,4,2,2,49,48,48,52,51,50,50,51,54,51,50,60,51,52,48,49,49,49,49
34735,1,29,9,2,1,1,0.5,50,60,59,4,4,26,3,3,40,24,68,68,51,64,41,57,66,49,47
41907,1,41,9,1,3,2,2,75,57,67,76,64,53,46,36,63,77,71,72,47,88,50,53,52,72,74
28247,0,14,3,2,4,0.5,1,51,51,59,50,30,32,11,10,32,52,92,92,31,31,51,,72,73,72
17350,1,23,8,0,3,4,5,85,92,67,80,40,33,45,13,14,47,54,42,100,100,48,70,91,55,50
40687,0,28,3,1,1,0,2,53,78,53,52,52,53,71,33,52,35,70,52,52,34,34,33,91,51,31
3228,0,26,1,0,4,4,2,68,71,91,70,33,92,50,14,67,89,89,90,90,90,78,8,9,90,31
17105,1,55,1,0,2,0.5,0,51,49.67,49.44,52.56,53.01,52.78,52.34,14.71,71.64,48.61,88.7,52.03,44.35,62.05,83.37,36.03,48.19,49,52.12
25628,0,24,4,1,4,2,5,93,83,80,21,61,6,7,7,84,88,70,54,100,100,100,100,85,85,92
42790,1,14,3,2,1,0,4,30,51,31,32,31,52,27,29,56,8,68,51,48,49,26,25,25,26,24
49200,1,23,9,0,1,0.5,0,49,51,50,32,49,58,32,38,73,49,4,4,6,46,51,47,49,49,49
32157,0,39,9,2,1,0.5,2,53,37,35,53,37,15,56,60,40,34,72,74,33,30,35,,50,37,33
50588,1,19,3,0,4,4,6,87,69,69,68,29,56,40,20,38,93,76,80,81,86,62,64,93,66,86
12801,1,37,9,0,3,5,1,48,49,48,48,14,49,73,13,48,49,69,68,51,50,32,50,49,49,49
48549,1,41,5,1,4,1,1,48,49,3,4,3,7,4,48,80,50,3,3,3,2,3,3,5,4,4
3804,1,38,9,0,3,3,5,49,48,48,49,47,48,46,50,49,50,50,48,50,49,44,48,49,49,49
40048,0,32,8,1,4,3,8,22,25,34,51,17,57,8,4,58,27,73,68,46,36,48,39,33,43,30
2778,1,18,8,1,3,,,6,68,30,70,9,9,93,68,12,68,69,89,51,33,53,71,92,4,6
39645,0,55,9,0,3,2,8,73,70,69,12,12,68,52,8,52,51,25,27,54,23,51,33,69,34,32
18009,0,56,6,1,1,0,0,30,49,31,50,50,50,10,11,91,51,51,51,9,9,10,51,49,30,29
1427,0,49,,2,3,1,1,71,53,30,72,71,56,25,25,71,71,72,69,29,31,5,5,5,,
9265,0,61,,0,3,2,,65,39,50,48,47,24,26,15,47,51,57,58,44,48,41,49,72,,
34913,1,37,9,1,4,8,8,72,92,55,34,54,38,74,74,52,49,94,90,68,70,53,52,69,67,69
5538,0,60,9,2,3,0.5,3,12,13,13,12,12,48,51,12,68,50,59,51,50,33,11,48,49,10,12
29964,1,58,1,2,3,6,0,9,9,8,8,8,51,8,9,91,52,31,32,10,11,11,,11,9,8
21932,1,57,9,2,3,0,6,62,63,49,67,68,52,52,48,69,50,72,67,65,50,68,,66,65,66
41440,0,42,8,0,3,0.5,3,26,25,25,45,22,13,13,13,36,51,51,41,45,53,31,17,22,26,25
8761,0,56,,2,1,,,12,48,6,13,53,73,31,12,90,9,53,35,10,13,11,12,13,,
48313,1,55,9,2,3,2,8,66,51,52,13,15,52,50,66,29,91,55,54,69,72,46,24,53,50,52
15676,1,14,,1,4,1,3,75,83,91,18,27,20,71,69,10,89,84,78,93,82,80,89,84,,
40797,1,50,10,0,4,1,3,91,53,86,10,10,10,30,32,31,93,88,69,51,88,51,69,88,63,61
20261,0,37,4,1,3,1,3,31,70,50,10,9,12,5,7,46,68,46,29,6,11,2,7,48,6,6
1009,0,40,,2,3,,,31,72,54,71,33,7,71,71,71,52,100,100,51,56,35,12,29,,
50736,0,60,4,0,3,1,5,71,71,47,45,46,44,24,49,30,69,69,70,47,48,51,43,50,71,47
34972,1,34,9,2,3,0.5,4,51,31,51,69,51,32,32,31,49,48,50,32,71,71,29,28,71,50,50
34445,1,58,10,2,3,3,5,75,11,11,12,90,51,52,11,53,72,11,11,11,52,71,11,73,12,10
40862,1,26,9,2,3,1,0.5,67,66,67,49,46,28,31,28,69,62,44,43,53,54,31,35,51,13,29
35957,0,36,4,1,3,1,2,70,46,68,46,49,21,18,19,34,72,71,28,32,71,54,55,77,53,52
45386,1,41,9,2,3,0.5,7,60,63,66,10,5,22,2,2,58,52,70,90,51,77,57,16,92,54,83
18964,0,34,4,1,3,1,1,72,52,53,72,72,30,70,70,70,55,71,71,34,50,24,10,88,51,51
49846,1,63,1,2,1,,8,28,43,42,46,46,28,67,11,49,49,48,47,61,45,31,29,44,27,29
46162,0,22,,0,3,1,0,52,52,53,54,54,54,11,11,11,98,100,100,100,100,53,12,50,,
6080,1,24,,1,4,3,,98,99,99,99,99,99,99,98,99,89,92,91,91,91,91,91,91,,
46232,0,45,,2,4,,,26,29,22,21,58,72,54,55,58,70,72,68,48,49,14,19,23,,
31114,1,61,9,1,3,2,4,78,76,83,32,8,69,9,9,30,50,29,11,73,100,33,,16,72,83
18701,0,,2,1,3,1,,64,29,41,81,76,27,6,6,75,66,52,56,48,58,21,51,81,26,13
19377,1,14,3,2,3,3,3,65,66,68,25,28,26,67,47,12,69,68,69,68,68,70,71,71,69,67
46965,0,33,,1,3,0,2,32,31,32,32,32,33,33,13,71,26,51,69,25,24,25,24,71,,
33789,1,36,9,0,4,2,2,100,75,100,13,10,10,11,11,29,100,100,100,77,100,100,100,100,100,100
8869,0,31,,1,3,,1,51,45,10,25,16,52,37,39,47,46,76,72,18,59,29,21,26,,
10985,1,53,,2,3,,7,80,56,82,30,30,70,71,71,29,95,74,75,71,96,74,34,75,,
29782,0,58,9,2,3,1,4,34,56,55,55,55,32,34,30,76,87,68,61,61,72,32,,57,31,32
13307,1,34,5,2,3,4,2,72,96,95,5,7,11,63,67,13,69,93,93,66,95,73,71,96,72,94
50773,1,29,9,2,3,0.5,3,32,47,37,31,32,51,49,49,98,75,50,54,14,11,68,31,32,47,47
10393,0,21,,2,4,10,,100,54,100,100,35,10,30,9,9,98,28,10,100,100,71,69,96,,
46838,1,37,,2,4,2,3,58,71,51,68,65,31,49,63,65,72,64,69,49,59,64,33,61,,
42248,1,52,9,0,1,4,4,91,72,92,52,33,34,75,11,11,89,90,71,72,72,54,52,53,52,51
33051,0,14,,,4,,,79,78,91,30,31,94,11,11,12,75,94,87,87,86,53,8,90,,
18344,1,25,9,1,2,1,1,15,15,15,15,18,17,15,15,15,17,17,15,12,12,11,11,12,13,13
49324,0,19,3,1,3,3,1,4,52,1,29,2,21,62,53,3,52,65,23,67,100,33,2,34,3,3
27197,0,61,11,1,3,0.5,1,33,49,33,49,50,96,90,9,9,51,73,51,51,71,38,33,33,33,48
25080,1,21,5,0,3,1,1,53,61,88,50,31,55,53,55,7,72,54,53,76,90,52,,69,72,73
49775,0,54,9,1,3,1,1,76,67,69,70,73,70,71,71,72,74,70,49,50,51,54,72,73,74,63
34658,1,41,9,2,1,5,,52,57,54,54,50,70,50,50,64,72,72,71,51,64,51,48,53,56,53
35802,0,40,4,2,3,1,3,28,8,45,72,51,11,11,12,95,51,95,95,11,11,12,12,46,11,9
1802,1,14,3,0,3,2,2,50,49,49,49,49,49,49,49,49,49,48,49,47,48,49,49,47,47,46
47022,1,41,,1,1,,1,53,31,49,76,64,73,35,23,69,73,57,46,49,56,59,54,30,,
38116,1,42,5,2,2,0.5,0,10,9,11,10,12,53,8,8,92,8,8,9,8,8,10,11,10,12,11
42850,0,27,9,0,3,5,3,100,100,66,66,34,50,50,36,3,86,49,29,50,65,39,38,56,64,54
36091,0,17,3,1,3,0.5,2,53,74,55,41,25,76,30,31,10,71,72,73,92,94,71,24,69,69,92
35118,0,72,1,2,3,1,2,47,47,46,47,45,70,48,33,54,52,50,50,54,50,51,34,33,47,46
30214,0,20,3,2,4,10,3,61,39,50,73,5,35,9,10,37,34,84,69,72,64,4,,73,11,3
40439,0,50,9,1,1,0.5,1,52,52,52,52,39,70,56,71,87,61,71,72,54,78,51,31,31,33,27
43863,1,15,3,2,3,4,4,55,36,70,69,57,32,71,56,33,100,100,100,70,71,51,52,71,35,55
26536,0,47,10,0,3,1,4,7,49,4,8,34,71,5,8,32,7,55,11,8,10,12,13,15,9,5
12999,1,14,3,1,3,2,1,63,62,48,50,48,69,49,50,21,46,64,45,61,87,46,46,61,46,44
18385,1,42,9,2,4,3,2,100,100,100,7,7,8,9,9,9,100,100,100,100,100,100,98,100,100,100
41009,0,24,8,2,0,1,1,5,6,4,6,6,91,90,90,73,6,76,75,7,7,2,4,6,5,5
44180,1,37,9,2,1,0.5,0.5,74,54,34,34,33,33,33,33,33,51,69,52,35,51,33,33,72,34,34
13417,1,34,9,2,3,1,0.5,63,52,64,78,8,49,9,28,49,10,80,69,83,84,12,48,75,48,25
49723,0,35,9,2,1,0.5,16.5,68,65,36,8,3,15,50,22,6,14,69,70,49,62,34,48,48,57,35
48448,1,35,9,2,4,5,2,77,53,76,72,14,12,19,64,31,59,54,58,80,90,36,69,65,59,56
30864,0,37,10,2,1,0.5,0.5,27,51,25,27,27,46,28,30,50,29,74,73,27,51,26,,26,25,29
